DE,D,Lisa,Blunt Rochester,,,
FL,R,Matt,Gaez,,,
FL,R,Neal,Dunn,,,
FL,R,Ted,Yoho,0.85,,
FL,R,John,Rutherford,,,
FL,D,Al,Lawson,,,
FL,R,Ron,DeSantis,0.739,,
FL,D,Stephanie,Murphy,,,
FL,R,Bill,Posey,0.501,,
FL,D,Darren,Soto,,,
FL,D,Val,Demings,,,
FL,R,Daniel,Webster,,,
FL,R,Gus,Bilirakis,0.393,,
FL,D,Charlie,Crist,,,
FL,D,Kathy,Castor,-0.423,,
FL,R,Dennis,Ross,0.604,Dennis A.,
FL,R,Vern,Buchanan,0.372,,
FL,R,Tom,Rooney,0.509,,
FL,R,Brian,Mast,,,
FL,R,Francis,Rooney,,,
FL,D,Alcee,Hastings,-0.573,,
FL,D,Ted,Deutch,-0.426,,
FL,D,Lois,Frankel,-0.44,,
FL,D,Debbie,Wasserman Schultz,-0.417,,
FL,D,Frederica,Wilson,-0.47,,
FL,R,Mario,Diaz-Balart,0.308,,
FL,R,Carlos,Curbelo,,,
FL,R,Ileana,Ros-Lehtinen,0.26,,
GA,R,Buddy,Carter,,,
GA,D,Sanford,Bishop,-0.264,,
GA,R,Drew,Ferguson,,,
GA,D,Hank,Johnson,-0.458,,
GA,D,John,Lewis,-0.597,,
GA,R,Tom,Price,0.68,,
GA,R,Robert,Woodall,0.757,Rob,
GA,R,Austin,Scott,0.623,,
GA,R,Doug,Collins,0.696,,
GA,R,Jody,Hice,,,
GA,R,Barry,Loudermilk,,,
GA,D,Rick,Allen,-0.115,Rick W.,
GA,D,David,Scott,-0.308,,
GA,R,Tom,Graves,0.871,,
HI,D,Colleen,Hanabusa,-0.374,,
HI,D,Tulsi,Gabbard,-0.291,,
ID,R,Raul,Labrador,0.866,,
ID,R,Mike,Simpson,0.322,,
IL,D,Bobby,Rush,-0.495,,
IL,D,Robin,Kelly,-0.464,,
IL,D,Dan,Lipinski,-0.241,,
IL,D,Luis,Gutierrez,-0.501,,
IL,D,Mike,Quigley,-0.336,,
IL,R,Peter,Roskam,0.474,,
IL,D,Danny,Davis,-0.51,Danny K.,
IL,D,Raja,Krishnamoorthi,,,
IL,D,Jan,Schakowsky,-0.614,Janice,
IL,D,Brad,Schneider,-0.195,,
IL,D,Bill,Foster,-0.203,,
IL,R,Mike,Bost,,,
IL,R,Rodney,Davis,0.412,,
IL,R,Randy,Hultgren,0.537,,
IL,R,John,Shimkus,0.401,,
IL,R,Adam,Kinzinger,0.347,,
IL,D,Cheri,Bustos,-0.212,,
IL,R,Darin,LaHood,,,
IN,D,Peter,Visclosky,-0.403,Pete,
IN,R,Jackie,Walorski,0.419,,
IN,R,Jim,Banks,,,
IN,R,Todd,Rokita,0.671,,
IN,R,Susan,Brooks,0.438,,
IN,R,Luke,Messer,0.593,,
IN,D,Andre,Carson,-0.417,,
IN,R,Larry,Bucshon,0.442,,
IN,R,Trey,Hollingsworth,,,
IA,R,Rod,Blum,,,
IA,D,David,Loebsack,-0.284,Dave,
IA,R,David,Young,,,
IA,R,Steve,King,0.661,,
KS,R,Roger,Marshall,,,
KS,R,Lynn,Jenkins,0.563,,
KS,R,Kevin,Yoder,0.624,,
KS,R,Mike,Pompeo,0.717,,
KY,R,James,Comer,,,
KY,R,Brett,Guthrie,0.391,,
KY,D,John,Yarmuth,-0.394,,
KY,R,Thomas,Massie,0.98,,
KY,R,Hal,Rogers,0.342,,
KY,R,Andy,Barr,0.488,,
LA,R,Steve,Scalise,0.597,,
LA,D,Cedric,Richmond,-0.441,,
LA,R,Clay,Higgins,,,
LA,R,Mike,Johnson,,,
LA,R,Ralph,Abraham,,,
LA,R,Garret,Graves,,,
ME,D,Chellie,Pingree,-0.485,,
ME,R,Bruce,Poliquin,,,
MD,R,Andy,Harris,0.606,Andrew,
MD,D,Dutch,Ruppersberger,-0.288,,
MD,D,John,Sarbanes,-0.455,,
MD,D,Anthony,Brown,,Anthony G.,
MD,D,Steny,Hoyer,-0.377,,
MD,D,John,Delaney,-0.288,,
MD,D,Elijah,Cummings,-0.448,,
MD,D,Jamie,Raskin,,,
MA,D,Richard,Neal,-0.427,,
MA,D,Jim,McGovern,-0.553,,
MA,D,Niki,Tsongas,-0.43,,
MA,D,Joseph,Kennedy III,-0.463,Joe,Kennedy
MA,D,Katherine,Clark,-0.562,,
MA,D,Seth,Moulton,,,
MA,D,Michael,Capuano,-0.592,Mike,
MA,D,Stephen,Lynch,-0.354,Stephen F.,
MA,D,Bill,Keating,-0.354,,
MI,R,Jack,Bergman,,,
MI,R,Bill,Huizenga,0.707,,
MI,R,Justin,Amash,0.898,,
MI,R,John,Moolenaar,,,
MI,D,Dan,Kildee,-0.423,,
MI,R,Fred,Upton,0.346,,
MI,R,Tim,Walberg,0.563,,
MI,R,Mike,Bishop,,,
MI,D,Sander,Levin,-0.378,,
MI,R,Paul,Mitchell,,,
MI,R,Dave,Trott,,,
MI,D,Debbie,Dingell,,,
MI,D,John,Conyers,-0.687,,
MI,D,Brenda,Lawrence,,,
MN,D,Tim,Walz,-0.285,,
MN,R,Jason,Lewis,,,
MN,R,Erik,Paulsen,0.451,,
MN,D,Betty,McCollum,-0.429,,
MN,D,Keith,Ellison,-0.583,,
MN,R,Tom,Emmer,,,
MN,D,Collin,Peterson,-0.155,,
MN,D,Rick,Nolan,-0.411,,
MS,R,Trent,Kelly,,,
MS,D,Bennie,Thompson,-0.5,,
MS,R,Gregg,Harper,0.422,,
MS,R,Steven,Palazzo,0.514,,
MO,D,Lacy,Clay,-0.501,,
MO,R,Ann,Wagner,0.481,,
MO,R,Blaine,Luetkemeyer,0.487,,
MO,R,Vicky,Hartzler,0.526,,
MO,D,Emanuel,Cleaver,-0.442,,
MO,R,Sam,Graves,0.471,,
MO,R,Billy,Long,0.628,,
MO,R,Jason,Smith,0.634,Jason T.,
MT,R,Ryan,Zinke,,,
NE,R,Jeff,Fortenberry,0.314,,
NE,R,Don,Bacon,,,
NE,R,Adrian,Smith,0.539,Adrian M.,
NV,D,Dina,Titus,-0.304,,
NV,R,Mark,Amodei,0.457,,
NV,D,Jacky,Rosen,,,
NV,D,Ruben,Kihuen,,,
NH,D,Carol,Shea-Porter,-0.324,,
NH,D,Ann McLane,Kuster,-0.275,Annie,
NJ,D,Donald,Norcross,-0.406,,
NJ,R,Frank,LoBiondo,0.218,,
NJ,R,Tom,MacArthur,,,
NJ,R,Christopher,Smith,0.153,Chris,
NJ,D,Josh,Gottheimer,,,
NJ,D,Frank,Pallone,-0.406,,
NJ,R,Leonard,Lance,0.355,,
NJ,D,Albio,Sires,-0.399,,
NJ,D,Bill,Pascrell,-0.37,,
NJ,D,Donald,Payne Jr.,-0.519,,Payne
NJ,R,Rodney,Frelinghuysen,0.307,,
NJ,D,Bonnie,Watson Coleman,,,
NM,D,Michelle,Lujan Grisham,-0.335,,
NM,R,Steve,Pearce,0.493,,
NM,D,Ben Ray,Lujan,-0.374,,
NY,R,Lee,Zeldin,,,
NY,R,Peter,King,0.283,Peter T.,
NY,D,Thomas,Suozzi,,,
NY,D,Kathleen,Rice,,,
NY,D,Gregory,Meeks,-0.43,,
NY,D,Grace,Meng,-0.395,,
NY,D,Nydia,Velazquez,-0.568,,
NY,D,Hakeem,Jeffries,-0.481,,
NY,D,Yvette,Clarke,-0.607,,
NY,D,Jerrold,Nadler,-0.529,,
NY,R,Dan,Donovan,,,
NY,D,Carolyn,Maloney,-0.401,,
NY,D,Adriano,Espaillat,,,
NY,D,Joseph,Crowley,-0.412,Joe,
NY,D,Jose,Serrano,-0.503,Jose E.,
NY,D,Eliot,Engel,-0.416,,
NY,D,Nita,Lowey,-0.394,,
NY,D,Sean,Maloney,-0.195,Sean Patrick,
NY,R,John,Faso,,,
NY,D,Paul,Tonko,-0.44,,
NY,R,Elise,Stefanik,,,
NY,R,Claudia,Tenny,,,
NY,R,Tom,Reed,0.374,Thomas,
NY,D,John,Katko,,,
NY,D,Louise,Slaughter,-0.468,,
NY,D,Brian,Higgins,-0.351,,
NY,R,Chris,Collins,0.397,,
NC,D,G.K.,Butterfield,-0.392,G. K.,
NC,R,George,Holding,0.451,,
NC,R,Walter Beaman,Jones,0.211,Walter,Jones Jr.
NC,D,David,Price,-0.341,,
NC,R,Virginia,Foxx,0.695,,
NC,R,Mark,Walker,,,
NC,R,David,Rouzer,,,
NC,R,Richard,Hudson,0.73,,
NC,R,Robert,Pittenger,0.627,,
NC,R,Patrick,McHenry,0.624,,
NC,R,Mark,Meadows,0.662,,
NC,D,Alma,Adams,-0.437,,
NC,R,Ted,Budd,,,
ND,R,Kevin,Cramer,0.346,,
OH,R,Steve,Chabot,0.611,,
OH,R,Brad,Wenstrup,0.593,,
OH,D,Joyce,Beatty,-0.467,,
OH,R,Jim,Jordan,0.719,,
OH,R,Bob,Latta,0.541,,
OH,R,Bill,Johnson,0.506,,
OH,R,Bob,Gibbs,0.458,,
OH,R,Warren,Davidson,,,
OH,D,Marcy,Kaptur,-0.355,,
OH,R,Mike,Turner,0.284,,
OH,D,Marcia,Fudge,-0.561,,
OH,R,Pat,Tiberi,0.42,,
OH,D,Tim,Ryan,-0.405,,
OH,R,David,Joyce,0.316,,
OH,R,Steve,Stivers,0.35,,
OH,R,Jim,Renacci,0.445,,
OK,R,Jim,Bridenstine,0.832,,
OK,R,Markwayne,Mullin,0.528,,
OK,R,Frank,Lucas,0.38,,
OK,R,Tom,Cole,0.371,,
OK,R,Steve,Russell,,,
OR,D,Suzanne,Bonamici,-0.429,,
OR,R,Greg,Walden,0.362,,
OR,D,Earl,Blumenauer,-0.456,,
OR,D,Peter,DeFazio,-0.467,,
OR,D,Kurt,Schrader,-0.214,,
PA,D,Bob,Brady,-0.48,,
PA,D,Dwight,Evans,,,
PA,R,Mike,Kelly,0.328,,
PA,R,Scott,Perry,0.645,,
PA,R,Glenn,Thompson,0.334,,
PA,R,Ryan,Costello,,,
PA,R,Pat,Meehan,0.244,,
PA,R,Brian,Fitzpatrick,,,
PA,R,Bill,Shuster,0.412,,
PA,R,Tom,Marino,0.378,,
PA,R,Lou,Barletta,0.276,,
PA,R,Keith,Rothfus,0.488,,
PA,D,Brendan,Boyle,,,
PA,D,Mike,Doyle,-0.331,Michael F.,
PA,R,Charlie,Dent,0.264,Charles,
PA,R,Lloyd,Smucker,,,
PA,D,Matt,Cartwright,-0.463,,
PA,R,Tim,Murphy,0.263,Timothy F.,
RI,D,David,Cicilline,-0.433,,
RI,D,James,Langevin,-0.371,,
SC,R,Mark,Sanford,0.881,,
SC,R,Joe,Wilson,0.584,,
SC,R,Jeff,Duncan,0.847,,
SC,R,Trey,Gowdy,0.742,,
SC,R,Mick,Mulvaney,0.87,,
SC,D,Jim,Clyburn,-0.452,,
SC,R,Tom,Rice,0.664,,
SD,R,Kristi,Noem,0.382,,
TN,R,Phil,Roe,0.507,,
TN,R,Jimmy,Duncan,0.631,,
TN,R,Chuck,Fleischmann,0.515,,
TN,R,Scott,DesJarlais,0.569,,
TN,D,Jim,Cooper,-0.161,,
TN,R,Diane,Black,0.601,,
TN,R,Marsha,Blackburn,0.642,,
TN,R,David,Kustoff,,,
TN,D,Steve,Cohen,-0.43,,
TX,R,Louie,Gohmert,0.601,,
TX,R,Ted,Poe,0.627,,
TX,R,Sam,Johnson,0.63,,
TX,R,John,Ratcliffe,,,
TX,R,Jeb,Hensarling,0.754,,
TX,R,Joe,Barton,0.545,,
TX,R,John,Culberson,0.529,,
TX,R,Kevin,Brady,0.542,,
TX,D,Al,Green,-0.407,,
TX,R,Michael,McCaul,0.466,,
TX,R,Mike,Conaway,0.624,Michael,
TX,R,Kay,Granger,0.419,,
TX,R,Mac,Thornberry,0.568,,
TX,R,Randy,Weber,0.828,,
TX,D,Vicente,Gonzalez,,,
TX,D,Beto,O'Rourke,-0.402,,
TX,R,Bill,Flores,0.624,,
TX,D,Sheila,Jackson Lee,-0.451,,
TX,R,Jodey,Arrington,,,
TX,D,Joaquin,Castro,-0.403,,
TX,R,Lamar,Smith,0.426,Lamar S.,
TX,R,Pete,Olson,0.56,,
TX,D,Will,Hurd,,,
TX,R,Kenny,Marchant,0.622,,
TX,R,Roger,Williams,0.622,,
TX,R,Michael,Burgess,0.581,Michael C.,
TX,R,Blake,Farenthold,0.551,,
TX,D,Henry,Cuellar,-0.216,,
TX,D,Gene,Green,-0.32,,
TX,D,Eddie Bernice,Johnson,-0.484,Eddie,
TX,R,John,Carter,0.501,,
TX,R,Pete,Sessions,0.62,,
TX,D,Marc,Veasey,-0.401,,
TX,D,Filemon,Vela,-0.312,,
TX,D,Lloyd,Doggett,-0.418,,
TX,R,Brian,Babin,,,
UT,R,Rob,Bishop,0.563,,
UT,R,Chris,Stewart,0.505,,
UT,R,Jason,Chaffetz,0.719,,
UT,R,Mia,Love,,,
VT,D,Peter,Welch,-0.457,,
VA,R,Rob,Wittman,0.415,,
VA,R,Scott,Taylor,,,
VA,D,Bobby,Scott,-0.456,,
VA,D,Donald,McEachin,,,
VA,R,Tom,Garrett,0.61,Thomas,
VA,R,Bob,Goodlatte,0.508,,
VA,R,Dave,Brat,0.496,David,
VA,D,Don,Beyer,,,
VA,R,Morgan,Griffith,0.558,,
VA,R,Barbara,Comstock,,,
VA,D,Gerry,Connolly,-0.288,,
WA,D,Suzan,DelBene,-0.263,,
WA,D,Rick,Larsen,-0.37,,
WA,R,Jaime,Herrera Beutler,0.43,,
WA,R,Dan,Newhouse,,,
WA,R,Cathy,McMorris-Rodgers,0.454,,McMorris
WA,D,Derek,Kilmer,-0.282,,
WA,D,Pramila,Jayapal,,,
WA,R,Dave,Reichert,0.241,,
WA,D,Adam,Smith,-0.276,,
WA,D,Dennis,Heck,-0.337,,
WV,R,David,McKinley,0.295,,
WV,R,Alex,Mooney,,,
WV,R,Evan,Jenkins,,,
WI,R,Paul,Ryan,0.586,,
WI,D,Mark,Pocan,-0.698,,
WI,D,Ron,Kind,-0.27,,
WI,D,Gwen,Moore,-0.55,,
WI,R,Jim,Sensenbrenner,0.672,,
WI,R,Glenn,Grothman,,,
WI,R,Sean,Duffy,0.549,,
WI,R,Mike,Gallagher,,,
WY,R,Liz,Cheney,,,
