House,NY,D,Louise,Slaughter,-0.468,,
House,NY,D,Brian,Higgins,-0.351,,
House,NY,R,Chris,Collins,0.397,,
House,OH,R,Steve,Chabot,0.611,,
House,OH,R,Brad,Wenstrup,0.593,,
House,OH,D,Joyce,Beatty,-0.467,,
House,OH,R,Jim,Jordan,0.719,,
House,OH,R,Bob,Latta,0.541,,
House,OH,R,Bill,Johnson,0.506,,
House,OH,R,Bob,Gibbs,0.458,,
House,OH,R,Warren,Davidson,,,
House,OH,D,Marcy,Kaptur,-0.355,,
House,OH,R,Mike,Turner,0.284,,
House,OH,D,Marcia,Fudge,-0.561,,
House,OH,R,Pat,Tiberi,0.42,,
House,OH,D,Tim,Ryan,-0.405,,
House,OH,R,Dave,Joyce,0.316,David,
House,OH,R,Steve,Stivers,0.35,,
House,OH,R,Jim,Renacci,0.445,,
House,OK,R,Jim,Bridenstine,0.832,,
House,OK,R,Markwayne,Mullin,0.528,,
House,OK,R,Frank Dean,Lucas,0.38,Frank,
House,OK,R,Tom,Cole,0.371,,
House,OK,R,Steve,Russell,,,
House,OR,D,Suzanne,Bonamici,-0.429,,
House,OR,R,Greg,Walden,0.362,,
House,OR,D,Earl,Blumenauer,-0.456,,
House,OR,D,Peter,DeFazio,-0.467,,
House,OR,D,Kurt,Schrader,-0.214,,
House,PA,D,Robert,Brady,-0.48,Bob,
House,PA,D,Dwight,Evans,,,
House,PA,R,Mike,Kelly,0.328,,
House,PA,R,Scott,Perry,0.645,,
House,PA,R,Glenn,Thompson,0.334,,
House,PA,R,Ryan,Costello,,,
House,PA,R,Patrick,Meehan,0.244,Pat,
House,PA,R,Brian,Fitzpatrick,,,
House,PA,R,Bill,Shuster,0.412,,
House,PA,R,Tom,Marino,0.378,,
House,PA,R,Lou,Barletta,0.276,,
House,PA,R,Keith,Rothfus,0.488,,
House,PA,D,Brendan,Boyle,,,
House,PA,D,Mike,Doyle,-0.331,Michael F.,
House,PA,R,Charlie,Dent,0.264,Charles,
House,PA,D,Matt,Cartwright,-0.463,,
House,PA,R,Tim,Murphy,0.263,Timothy F.,
House,RI,D,David,Cicilline,-0.433,,
House,RI,D,James,Langevin,-0.371,,
House,SC,R,Mark,Sanford,0.881,,
House,SC,R,Joe,Wilson,0.584,,
House,SC,R,Jeff,Duncan,0.847,,
House,SC,R,Trey,Gowdy,0.742,,
House,SC,R,Mick,Mulvaney,0.87,,
House,SC,D,James,Clyburn,-0.452,Jim,
House,SC,R,Tom,Rice,0.664,,
House,SD,R,Kristi,Noem,0.382,,
House,TN,R,Phil,Roe,0.507,,
House,TN,R,Jimmy,Duncan,0.631,,
House,TN,R,Chuck,Fleischmann,0.515,,
House,TN,R,Scott,DesJarlais,0.569,,
House,TN,D,Jim,Cooper,-0.161,,
House,TN,R,Diane,Black,0.601,,
